ID_pais;País;Fecha;Activos;Inc Recuperados;Recuperados;Inc. Fallecidos;Fallecidos;Inc. Confirmados;Confirmados;Confirmados 100 mil hab.
83;Irak ;19/03/2020;136;0;43;1;13;28;192;0,50
83;Irak ;18/03/2020;109;11;43;1;12;10;164;0,43
83;Irak ;17/03/2020;111;6;32;1;11;30;154;0,40
83;Irak ;16/03/2020;88;0;26;0;10;8;124;0,32
83;Irak ;15/03/2020;80;0;26;0;10;6;116;0,30
83;Irak ;14/03/2020;74;2;26;1;10;9;110;0,29
83;Irak ;13/03/2020;68;9;24;1;9;30;101;0,26
83;Irak ;12/03/2020;48;0;15;1;8;0;71;0,18
83;Irak ;11/03/2020;49;12;15;0;7;0;71;0,18
83;Irak ;10/03/2020;61;0;3;1;7;11;71;0,18
83;Irak ;09/03/2020;51;3;3;0;6;0;60;0,16
83;Irak ;08/03/2020;54;;;2;6;6;60;0,16
83;Irak ;07/03/2020;50;;;1;4;14;54;0,14
83;Irak ;06/03/2020;37;;;1;3;5;40;0,10
83;Irak ;05/03/2020;33;;;0;2;0;35;0,09
83;Irak ;04/03/2020;33;;;2;2;3;35;0,09
83;Irak ;03/03/2020;32;;;;;6;32;0,08
83;Irak ;02/03/2020;26;;;;;7;26;0,07
83;Irak ;01/03/2020;19;;;;;6;19;0,05
83;Irak ;29/02/2020;13;;;;;6;13;0,03
83;Irak ;28/02/2020;7;;;;;0;7;0,02
83;Irak ;27/02/2020;7;;;;;2;7;0,02
83;Irak ;26/02/2020;5;;;;;4;5;0,01
83;Irak ;25/02/2020;1;;;;;0;1;0
83;Irak ;24/02/2020;1;;;;;1;1;0
84;Irán ;01/04/2020;29.084;817;15.473;138;3.036;2.988;47.593;57,79
84;Irán ;31/03/2020;27.051;745;14.656;141;2.898;3.110;44.605;54,16
84;Irán ;30/03/2020;24.827;1.520;13.911;117;2.757;3.186;41.495;50,38
84;Irán ;29/03/2020;23.278;712;12.391;123;2.640;2.901;38.309;46,51
84;Irán ;28/03/2020;21.212;546;11.679;139;2.517;3.076;35.408;42,99
84;Irán ;27/03/2020;18.821;676;11.133;144;2.378;2.926;32.332;39,26
84;Irán ;26/03/2020;16.715;832;10.457;157;2.234;2.389;29.406;35,70
84;Irán ;25/03/2020;15.315;712;9.625;143;2.077;2.206;27.017;32,80
84;Irán ;24/03/2020;13.964;982;8.913;122;1.934;1.762;24.811;30,13
84;Irán ;23/03/2020;13.306;0;7.931;127;1.812;1.411;23.049;27,99
84;Irán ;22/03/2020;12.022;296;7.931;129;1.685;1.028;21.638;26,27
84;Irán ;21/03/2020;11.419;890;7.635;123;1.556;966;20.610;25,02
84;Irán ;20/03/2020;11.466;1.035;6.745;149;1.433;1.237;19.644;23,85
84;Irán ;19/03/2020;11.413;321;5.710;149;1.284;1.046;18.407;22,35
84;Irán ;18/03/2020;10.837;0;5.389;147;1.135;1.192;17.361;21,08
84;Irán ;17/03/2020;9.792;799;5.389;135;988;1.178;16.169;19,63
84;Irán ;16/03/2020;9.548;0;4.590;129;853;1.053;14.991;18,20
84;Irán ;15/03/2020;8.624;1.631;4.590;113;724;1.209;13.938;16,92
84;Irán ;14/03/2020;9.159;0;2.959;97;611;1.365;12.729;15,46
84;Irán ;13/03/2020;7.891;0;2.959;85;514;1.289;11.364;13,80
84;Irán ;12/03/2020;6.687;0;2.959;75;429;1.075;10.075;12,23
84;Irán ;11/03/2020;5.687;228;2.959;63;354;958;9.000;10,93
84;Irán ;10/03/2020;5.020;337;2.731;54;291;881;8.042;9,76
84;Irán ;09/03/2020;4.530;260;2.394;43;237;595;7.161;8,69
84;Irán ;08/03/2020;4.238;465;2.134;49;194;743;6.566;7,97
84;Irán ;07/03/2020;4.009;756;1.669;21;145;1.076;5.823;7,07
84;Irán ;06/03/2020;3.710;174;913;17;124;1.234;4.747;5,76
84;Irán ;05/03/2020;2.667;187;739;15;107;591;3.513;4,27
84;Irán ;04/03/2020;2.278;261;552;15;92;586;2.922;3,55
84;Irán ;03/03/2020;1.968;0;291;11;77;835;2.336;2,84
84;Irán ;02/03/2020;1.144;116;291;12;66;523;1.501;1,82
84;Irán ;01/03/2020;749;52;175;11;54;385;978;1,19
84;Irán ;29/02/2020;427;50;123;9;43;205;593;0,72
84;Irán ;28/02/2020;281;24;73;8;34;143;388;0,47
84;Irán ;27/02/2020;170;0;49;7;26;106;245;0,30
84;Irán ;26/02/2020;71;49;49;3;19;44;139;0,17
84;Irán ;25/02/2020;79;;;4;16;34;95;0,12
84;Irán ;24/02/2020;49;;;4;12;18;61;0,07
84;Irán ;23/02/2020;35;;;3;8;15;43;0,05
84;Irán ;22/02/2020;23;;;1;5;10;28;0,03
84;Irán ;21/02/2020;14;;;2;4;13;18;0,02
84;Irán ;20/02/2020;3;;;0;2;3;5;0,01
84;Irán ;19/02/2020;0;;;2;2;2;2;0
85;Islandia ;01/04/2020;993;27;225;0;2;85;1.220;341,75
85;Islandia ;31/03/2020;935;41;198;0;2;49;1.135;317,94
85;Islandia ;30/03/2020;927;22;157;0;2;66;1.086;304,21
85;Islandia ;29/03/2020;883;21;135;0;2;57;1.020;285,72
85;Islandia ;28/03/2020;847;17;114;0;2;73;963;269,75
85;Islandia ;27/03/2020;791;15;97;0;2;88;890;249,31
85;Islandia ;26/03/2020;718;26;82;0;2;65;802;224,66
85;Islandia ;25/03/2020;679;5;56;0;2;89;737;206,45
85;Islandia ;24/03/2020;595;15;51;1;2;60;648;181,52
85;Islandia ;23/03/2020;551;0;36;0;1;20;588;164,71
85;Islandia ;22/03/2020;531;14;36;0;1;95;568;159,11
85;Islandia ;21/03/2020;450;17;22;1;1;64;473;132,50
85;Islandia ;20/03/2020;404;0;5;;;79;409;114,57
85;Islandia ;19/03/2020;324;0;5;0;1;80;330;92,44
85;Islandia ;18/03/2020;244;5;5;0;1;30;250;70,03
85;Islandia ;17/03/2020;219;;;1;1;40;220;61,63
85;Islandia ;16/03/2020;180;;;;;9;180;50,42
85;Islandia ;15/03/2020;158;7;8;5;5;15;171;47,90
85;Islandia ;14/03/2020;155;0;1;;;22;156;43,70
85;Islandia ;13/03/2020;133;0;1;;;31;134;37,54
85;Islandia ;12/03/2020;102;0;1;;;18;103;28,85
85;Islandia ;11/03/2020;84;0;1;;;16;85;23,81
85;Islandia ;10/03/2020;68;1;1;;;11;69;19,33
85;Islandia ;09/03/2020;58;;;;;8;58;16,25
85;Islandia ;08/03/2020;50;;;;;0;50;14,01
85;Islandia ;07/03/2020;50;;;;;7;50;14,01
85;Islandia ;06/03/2020;43;;;;;9;43;12,05
85;Islandia ;05/03/2020;34;;;;;8;34;9,52
85;Islandia ;04/03/2020;26;;;;;15;26;7,28
85;Islandia ;03/03/2020;11;;;;;5;11;3,08
85;Islandia ;02/03/2020;6;;;;;3;6;1,68
85;Islandia ;01/03/2020;3;;;;;2;3;0,84
85;Islandia ;29/02/2020;1;;;;;0;1;0,28
85;Islandia ;28/02/2020;1;;;;;1;1;0,28
86;Jamaica ;01/04/2020;39;0;2;2;3;8;44;1,50
86;Jamaica ;31/03/2020;33;0;2;0;1;0;36;1,23
86;Jamaica ;30/03/2020;33;0;2;0;1;4;36;1,23
86;Jamaica ;29/03/2020;29;0;2;0;1;2;32;1,09
86;Jamaica ;28/03/2020;27;0;2;0;1;4;30;1,02
86;Jamaica ;27/03/2020;23;0;2;0;1;0;26;0,89
86;Jamaica ;26/03/2020;23;0;2;0;1;0;26;0,89
86;Jamaica ;25/03/2020;23;0;2;0;1;5;26;0,89
86;Jamaica ;24/03/2020;18;0;2;0;1;2;21;0,72
86;Jamaica ;23/03/2020;16;0;2;0;1;0;19;0,65
86;Jamaica ;22/03/2020;16;0;2;0;1;3;19;0,65
86;Jamaica ;21/03/2020;13;0;2;0;1;0;16;0,55
86;Jamaica ;20/03/2020;13;0;2;0;1;1;16;0,55
86;Jamaica ;19/03/2020;12;0;2;1;1;2;15;0,51
86;Jamaica ;18/03/2020;11;0;2;;;1;13;0,44
86;Jamaica ;17/03/2020;10;0;2;;;2;12;0,41
86;Jamaica ;16/03/2020;8;2;2;;;0;10;0,34
86;Jamaica ;15/03/2020;10;;;;;2;10;0,34
86;Jamaica ;14/03/2020;8;;;;;0;8;0,27
86;Jamaica ;13/03/2020;8;;;;;6;8;0,27
86;Jamaica ;12/03/2020;2;;;;;1;2;0,07
86;Jamaica ;11/03/2020;1;;;;;1;1;0,03
87;Jordania ;01/04/2020;237;6;36;0;5;4;278;2,79
87;Jordania ;31/03/2020;239;4;30;0;5;6;274;2,75
87;Jordania ;30/03/2020;237;8;26;2;5;9;268;2,69
87;Jordania ;29/03/2020;238;0;18;2;3;13;259;2,60
87;Jordania ;28/03/2020;227;0;18;0;1;11;246;2,47
87;Jordania ;27/03/2020;216;17;18;1;1;23;235;2,36
87;Jordania ;26/03/2020;211;0;1;0;0;40;212;2,13
87;Jordania ;25/03/2020;171;0;1;0;0;18;172;1,73
87;Jordania ;24/03/2020;153;0;1;0;0;27;154;1,55
87;Jordania ;23/03/2020;126;0;1;;0;15;127;1,28
87;Jordania ;22/03/2020;111;0;1;;;27;112;1,12
87;Jordania ;21/03/2020;84;0;1;;;0;85;0,85
87;Jordania ;20/03/2020;84;0;1;;;16;85;0,85
87;Jordania ;19/03/2020;68;0;1;;;17;69;0,69
87;Jordania ;18/03/2020;51;0;1;;;18;52;0,52
87;Jordania ;17/03/2020;33;0;1;;;17;34;0,34
87;Jordania ;16/03/2020;16;0;1;;;9;17;0,17
87;Jordania ;15/03/2020;7;0;1;;;7;8;0,08
87;Jordania ;14/03/2020;0;0;1;;;0;1;0,01
87;Jordania ;13/03/2020;0;1;1;;;0;1;0,01
87;Jordania ;12/03/2020;1;;;;;0;1;0,01
87;Jordania ;11/03/2020;1;;;;;0;1;0,01
87;Jordania ;10/03/2020;1;;;;;0;1;0,01
87;Jordania ;09/03/2020;1;;;;;0;1;0,01
87;Jordania ;08/03/2020;1;;;;;0;1;0,01
87;Jordania ;07/03/2020;1;;;;;0;1;0,01
87;Jordania ;06/03/2020;1;;;;;0;1;0,01
87;Jordania ;05/03/2020;1;;;;;0;1;0,01
87;Jordania ;04/03/2020;1;;;;;0;1;0,01
87;Jordania ;03/03/2020;1;;;;;1;1;0,01
88;Kenia ;01/04/2020;77;2;3;0;1;22;81;0,16
88;Kenia ;31/03/2020;57;0;1;0;1;9;59;0,11
88;Kenia ;30/03/2020;48;0;1;0;1;8;50;0,10
88;Kenia ;29/03/2020;40;0;1;0;1;4;42;0,08
88;Kenia ;28/03/2020;36;0;1;0;1;7;38;0,07
88;Kenia ;27/03/2020;29;0;1;0;1;0;31;0,06
88;Kenia ;26/03/2020;29;0;1;1;1;3;31;0,06
88;Kenia ;25/03/2020;27;1;1;0;0;3;28;0,05
88;Kenia ;24/03/2020;25;0;0;0;0;9;25;0,05
88;Kenia ;23/03/2020;16;;0;;0;1;16;0,03
88;Kenia ;22/03/2020;15;;;;;8;15;0,03
88;Kenia ;21/03/2020;7;;;;;0;7;0,01
88;Kenia ;20/03/2020;7;;;;;0;7;0,01
88;Kenia ;19/03/2020;7;;;;;4;7;0,01
88;Kenia ;18/03/2020;3;;;;;0;3;0,01
88;Kenia ;17/03/2020;3;;;;;0;3;0,01
88;Kenia ;16/03/2020;3;;;;;0;3;0,01
88;Kenia ;15/03/2020;3;;;;;2;3;0,01
88;Kenia ;14/03/2020;1;;;;;0;1;0
88;Kenia ;13/03/2020;1;;;;;1;1;0
89;Kirguistán ;01/04/2020;108;0;3;;;4;111;1,77
89;Kirguistán ;31/03/2020;104;0;3;;;13;107;1,71
89;Kirguistán ;30/03/2020;91;3;3;;;10;94;1,50
89;Kirguistán ;29/03/2020;84;;;;;26;84;1,34
89;Kirguistán ;28/03/2020;58;0;0;0;0;0;58;0,93
89;Kirguistán ;27/03/2020;58;0;0;0;0;14;58;0,93
89;Kirguistán ;26/03/2020;44;0;0;0;0;0;44;0,70
89;Kirguistán ;25/03/2020;44;0;0;0;0;2;44;0,70
89;Kirguistán ;24/03/2020;42;0;0;0;0;26;42;0,67
89;Kirguistán ;23/03/2020;16;;0;;0;2;16;0,26
89;Kirguistán ;22/03/2020;14;;;;;0;14;0,22
89;Kirguistán ;21/03/2020;14;;;;;8;14;0,22
89;Kirguistán ;20/03/2020;6;;;;;3;6;0,10
89;Kirguistán ;19/03/2020;3;;;;;0;3;0,05
89;Kirguistán ;18/03/2020;3;;;;;3;3;0,05
90;Camboya ;01/04/2020;84;2;25;;;0;109;0,67
90;Camboya ;31/03/2020;86;2;23;;;2;109;0,67
90;Camboya ;30/03/2020;86;0;21;;;4;107;0,66
90;Camboya ;29/03/2020;82;8;21;;;4;103;0,63
90;Camboya ;28/03/2020;86;2;13;0;0;0;99;0,61
90;Camboya ;27/03/2020;88;1;11;0;0;3;99;0,61
90;Camboya ;26/03/2020;86;0;10;0;0;0;96;0,59
90;Camboya ;25/03/2020;86;6;10;0;0;5;96;0,59
90;Camboya ;24/03/2020;87;3;4;0;0;4;91;0,56
90;Camboya ;23/03/2020;86;0;1;;0;3;87;0,54
90;Camboya ;22/03/2020;83;0;1;;;31;84;0,52
90;Camboya ;21/03/2020;52;0;1;;;2;53;0,33
90;Camboya ;20/03/2020;50;0;1;;;14;51;0,31
90;Camboya ;19/03/2020;36;0;1;;;2;37;0,23
90;Camboya ;18/03/2020;34;0;1;;;2;35;0,22
90;Camboya ;17/03/2020;32;0;1;;;26;33;0,20
90;Camboya ;16/03/2020;6;0;1;;;0;7;0,04
90;Camboya ;15/03/2020;6;0;1;;;0;7;0,04
90;Camboya ;14/03/2020;6;0;1;;;2;7;0,04
90;Camboya ;13/03/2020;4;0;1;;;2;5;0,03
90;Camboya ;12/03/2020;2;0;1;;;0;3;0,02
90;Camboya ;11/03/2020;2;0;1;;;1;3;0,02
90;Camboya ;10/03/2020;1;0;1;;;0;2;0,01
90;Camboya ;09/03/2020;1;0;1;;;0;2;0,01
90;Camboya ;08/03/2020;1;0;1;;;1;2;0,01
90;Camboya ;07/03/2020;0;0;1;;;0;1;0,01
90;Camboya ;06/03/2020;0;0;1;;;0;1;0,01
90;Camboya ;05/03/2020;0;0;1;;;0;1;0,01
90;Camboya ;04/03/2020;0;0;1;;;0;1;0,01
90;Camboya ;03/03/2020;0;0;1;;;0;1;0,01
90;Camboya ;02/03/2020;0;0;1;;;0;1;0,01
90;Camboya ;01/03/2020;0;0;1;;;0;1;0,01
90;Camboya ;29/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;28/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;27/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;26/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;25/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;24/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;23/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;22/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;21/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;20/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;19/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;18/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;17/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;16/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;15/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;14/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;13/02/2020;0;0;1;;;0;1;0,01
90;Camboya ;12/02/2020;0;1;1;;;0;1;0,01
90;Camboya ;11/02/2020;1;;;;;0;1;0,01
90;Camboya ;10/02/2020;1;;;;;0;1;0,01
90;Camboya ;09/02/2020;1;;;;;0;1;0,01
90;Camboya ;08/02/2020;1;;;;;0;1;0,01
90;Camboya ;07/02/2020;1;;;;;0;1;0,01
90;Camboya ;06/02/2020;1;;;;;0;1;0,01
90;Camboya ;05/02/2020;1;;;;;0;1;0,01
90;Camboya ;04/02/2020;1;;;;;0;1;0,01
90;Camboya ;03/02/2020;1;;;;;0;1;0,01
90;Camboya ;02/02/2020;1;;;;;0;1;0,01
90;Camboya ;01/02/2020;1;;;;;0;1;0,01
90;Camboya ;31/01/2020;1;;;;;0;1;0,01
90;Camboya ;30/01/2020;1;;;;;0;1;0,01
90;Camboya ;29/01/2020;1;;;;;0;1;0,01
90;Camboya ;28/01/2020;1;;;;;0;1;0,01
90;Camboya ;27/01/2020;1;;;;;1;1;0,01
91;San Cristóbal y Nieves ;01/04/2020;8;;;;;0;8;15,26
91;San Cristóbal y Nieves ;31/03/2020;8;;;;;1;8;15,26
91;San Cristóbal y Nieves ;30/03/2020;7;;;;;5;7;13,35
91;San Cristóbal y Nieves ;29/03/2020;2;;;;;0;2;3,81
91;San Cristóbal y Nieves ;28/03/2020;2;0;0;0;0;0;2;3,81
91;San Cristóbal y Nieves ;27/03/2020;2;0;0;0;0;0;2;3,81
91;San Cristóbal y Nieves ;26/03/2020;2;0;0;0;0;0;2;3,81
91;San Cristóbal y Nieves ;25/03/2020;2;;0;;0;2;2;3,81
92;Corea del Sur ;01/04/2020;4.155;159;5.567;3;165;101;9.887;19,15
92;Corea del Sur ;31/03/2020;4.216;180;5.408;4;162;125;9.786;18,95
92;Corea del Sur ;30/03/2020;4.275;195;5.228;6;158;78;9.661;18,71
92;Corea del Sur ;29/03/2020;4.398;222;5.033;8;152;105;9.583;18,56
92;Corea del Sur ;28/03/2020;4.523;283;4.811;5;144;146;9.478;18,36
92;Corea del Sur ;27/03/2020;4.665;384;4.528;8;139;91;9.332;18,07
92;Corea del Sur ;26/03/2020;4.966;414;4.144;5;131;104;9.241;17,90
92;Corea del Sur ;25/03/2020;5.281;223;3.730;6;126;100;9.137;17,70
92;Corea del Sur ;24/03/2020;5.410;598;3.507;9;120;76;9.037;17,50
92;Corea del Sur ;23/03/2020;5.941;0;2.909;0;111;0;8.961;17,35
92;Corea del Sur ;22/03/2020;5.941;1.369;2.909;9;111;162;8.961;17,35
92;Corea del Sur ;21/03/2020;7.157;0;1.540;8;102;147;8.799;17,04
92;Corea del Sur ;20/03/2020;7.018;0;1.540;3;94;87;8.652;16,76
92;Corea del Sur ;19/03/2020;6.934;0;1.540;7;91;152;8.565;16,59
92;Corea del Sur ;18/03/2020;6.789;133;1.540;3;84;93;8.413;16,29
92;Corea del Sur ;17/03/2020;6.832;270;1.407;6;81;84;8.320;16,11
92;Corea del Sur ;16/03/2020;7.024;627;1.137;0;75;74;8.236;15,95
92;Corea del Sur ;15/03/2020;7.577;0;510;3;75;76;8.162;15,81
92;Corea del Sur ;14/03/2020;7.504;0;510;6;72;107;8.086;15,66
92;Corea del Sur ;13/03/2020;7.403;177;510;0;66;110;7.979;15,45
92;Corea del Sur ;12/03/2020;7.470;45;333;6;66;114;7.869;15,24
92;Corea del Sur ;11/03/2020;7.407;41;288;6;60;242;7.755;15,02
92;Corea del Sur ;10/03/2020;7.212;129;247;1;54;35;7.513;14,55
92;Corea del Sur ;09/03/2020;7.307;0;118;3;53;164;7.478;14,48
92;Corea del Sur ;08/03/2020;7.146;-17;118;6;50;273;7.314;14,16
92;Corea del Sur ;07/03/2020;6.862;0;135;2;44;448;7.041;13,64
92;Corea del Sur ;06/03/2020;6.416;94;135;7;42;505;6.593;12,77
92;Corea del Sur ;05/03/2020;6.012;0;41;0;35;467;6.088;11,79
92;Corea del Sur ;04/03/2020;5.545;11;41;7;35;435;5.621;10,89
92;Corea del Sur ;03/03/2020;5.128;0;30;0;28;851;5.186;10,04
92;Corea del Sur ;02/03/2020;4.277;0;30;11;28;599;4.335;8,40
92;Corea del Sur ;01/03/2020;3.689;3;30;1;17;586;3.736;7,24
92;Corea del Sur ;29/02/2020;3.107;5;27;3;16;813;3.150;6,10
92;Corea del Sur ;28/02/2020;2.302;0;22;0;13;571;2.337;4,53
92;Corea del Sur ;27/02/2020;1.731;0;22;1;13;505;1.766;3,42
92;Corea del Sur ;26/02/2020;1.227;0;22;2;12;284;1.261;2,44
92;Corea del Sur ;25/02/2020;945;4;22;2;10;144;977;1,89
92;Corea del Sur ;24/02/2020;807;0;18;2;8;231;833;1,61
92;Corea del Sur ;23/02/2020;578;2;18;4;6;169;602;1,17
92;Corea del Sur ;22/02/2020;415;0;16;0;2;229;433;0,84
92;Corea del Sur ;21/02/2020;186;0;16;1;2;100;204;0,40
92;Corea del Sur ;20/02/2020;87;4;16;1;1;73;104;0,20
92;Corea del Sur ;19/02/2020;19;0;12;;;0;31;0,06
92;Corea del Sur ;18/02/2020;19;2;12;;;1;31;0,06
92;Corea del Sur ;17/02/2020;20;1;10;;;1;30;0,06
92;Corea del Sur ;16/02/2020;20;0;9;;;1;29;0,06
92;Corea del Sur ;15/02/2020;19;2;9;;;0;28;0,05
92;Corea del Sur ;14/02/2020;21;0;7;;;0;28;0,05
92;Corea del Sur ;13/02/2020;21;0;7;;;0;28;0,05
92;Corea del Sur ;12/02/2020;21;4;7;;;0;28;0,05
92;Corea del Sur ;11/02/2020;25;0;3;;;1;28;0,05
92;Corea del Sur ;10/02/2020;24;0;3;;;2;27;0,05
92;Corea del Sur ;09/02/2020;22;2;3;;;1;25;0,05
92;Corea del Sur ;08/02/2020;23;0;1;;;0;24;0,05
92;Corea del Sur ;07/02/2020;23;1;1;;;1;24;0,05
92;Corea del Sur ;06/02/2020;23;;;;;4;23;0,04
92;Corea del Sur ;05/02/2020;19;;;;;3;19;0,04
92;Corea del Sur ;04/02/2020;16;;;;;1;16;0,03
92;Corea del Sur ;03/02/2020;15;;;;;0;15;0,03
92;Corea del Sur ;02/02/2020;15;;;;;3;15;0,03
92;Corea del Sur ;01/02/2020;12;;;;;1;12;0,02
92;Corea del Sur ;31/01/2020;11;;;;;7;11;0,02
92;Corea del Sur ;30/01/2020;4;;;;;0;4;0,01
92;Corea del Sur ;29/01/2020;4;;;;;0;4;0,01
92;Corea del Sur ;28/01/2020;4;;;;;0;4;0,01
92;Corea del Sur ;27/01/2020;4;;;;;1;4;0,01
92;Corea del Sur ;26/01/2020;3;;;;;1;3;0,01
92;Corea del Sur ;25/01/2020;2;;;;;0;2;0
92;Corea del Sur ;24/01/2020;2;;;;;1;2;0
92;Corea del Sur ;23/01/2020;1;;;;;0;1;0
92;Corea del Sur ;22/01/2020;1;;;;;1;1;0
93;Kuwait ;01/04/2020;237;7;80;;;28;317;7,66
93;Kuwait ;31/03/2020;216;1;73;;;23;289;6,99
93;Kuwait ;30/03/2020;194;5;72;;;11;266;6,43
93;Kuwait ;29/03/2020;188;3;67;;;20;255;6,16
93;Kuwait ;28/03/2020;171;7;64;0;0;10;235;5,68
93;Kuwait ;27/03/2020;168;8;57;0;0;17;225;5,44
93;Kuwait ;26/03/2020;159;6;49;0;0;13;208;5,03
93;Kuwait ;25/03/2020;152;4;43;0;0;4;195;4,71
93;Kuwait ;24/03/2020;152;12;39;0;0;2;191;4,62
93;Kuwait ;23/03/2020;162;0;27;;0;1;189;4,57
93;Kuwait ;22/03/2020;161;0;27;;;12;188;4,54
93;Kuwait ;21/03/2020;149;9;27;;;17;176;4,25
93;Kuwait ;20/03/2020;141;0;18;;;11;159;3,84
93;Kuwait ;19/03/2020;130;3;18;;;6;148;3,58
93;Kuwait ;18/03/2020;127;6;15;;;12;142;3,43
93;Kuwait ;17/03/2020;121;0;9;;;7;130;3,14
93;Kuwait ;16/03/2020;114;4;9;;;11;123;2,97
93;Kuwait ;15/03/2020;107;0;5;;;8;112;2,71
93;Kuwait ;14/03/2020;99;0;5;;;24;104;2,51
93;Kuwait ;13/03/2020;75;0;5;;;0;80;1,93
93;Kuwait ;12/03/2020;75;3;5;;;8;80;1,93
93;Kuwait ;11/03/2020;70;1;2;;;3;72;1,74
93;Kuwait ;10/03/2020;68;0;1;;;5;69;1,67
93;Kuwait ;09/03/2020;63;0;1;;;0;64;1,55
93;Kuwait ;08/03/2020;63;1;1;;;3;64;1,55
93;Kuwait ;07/03/2020;61;;;;;3;61;1,47
93;Kuwait ;06/03/2020;58;;;;;0;58;1,40
93;Kuwait ;05/03/2020;58;;;;;2;58;1,40
93;Kuwait ;04/03/2020;56;;;;;0;56;1,35
93;Kuwait ;03/03/2020;56;;;;;0;56;1,35
93;Kuwait ;02/03/2020;56;;;;;11;56;1,35
93;Kuwait ;01/03/2020;45;;;;;0;45;1,09
93;Kuwait ;29/02/2020;45;;;;;0;45;1,09
93;Kuwait ;28/02/2020;45;;;;;2;45;1,09
93;Kuwait ;27/02/2020;43;;;;;17;43;1,04
93;Kuwait ;26/02/2020;26;;;;;15;26;0,63
93;Kuwait ;25/02/2020;11;;;;;10;11;0,27
93;Kuwait ;24/02/2020;1;;;;;1;1;0,02
94;Kazajistán ;01/04/2020;351;2;26;1;3;37;380;2,07
94;Kazajistán ;31/03/2020;317;3;24;1;2;41;343;1,86
94;Kazajistán ;30/03/2020;280;1;21;0;1;18;302;1,64
94;Kazajistán ;29/03/2020;263;4;20;0;1;56;284;1,54
94;Kazajistán ;28/03/2020;211;13;16;0;1;78;228;1,24
94;Kazajistán ;27/03/2020;146;1;3;0;1;39;150;0,82
94;Kazajistán ;26/03/2020;108;2;2;1;1;30;111;0,60
94;Kazajistán ;25/03/2020;81;0;0;0;0;9;81;0,44
94;Kazajistán ;24/03/2020;72;0;0;0;0;10;72;0,39
94;Kazajistán ;23/03/2020;62;;0;-3;0;2;62;0,34
94;Kazajistán ;22/03/2020;60;;;;;7;60;0,33
94;Kazajistán ;21/03/2020;53;;;;;4;53;0,29
94;Kazajistán ;20/03/2020;46;;;3;3;5;49;0,27
94;Kazajistán ;19/03/2020;44;;;;;9;44;0,24
94;Kazajistán ;18/03/2020;35;;;;;2;35;0,19
94;Kazajistán ;17/03/2020;33;;;;;23;33;0,18
94;Kazajistán ;16/03/2020;10;;;;;1;10;0,05
94;Kazajistán ;15/03/2020;9;;;;;3;9;0,05
94;Kazajistán ;14/03/2020;6;;;;;2;6;0,03
94;Kazajistán ;13/03/2020;4;;;;;4;4;0,02
95;Laos ;01/04/2020;10;;;;;1;10;0,14
95;Laos ;31/03/2020;9;;;;;1;9;0,13
95;Laos ;30/03/2020;8;;;;;0;8;0,11
95;Laos ;29/03/2020;8;;;;;0;8;0,11
95;Laos ;28/03/2020;8;0;0;0;0;2;8;0,11
95;Laos ;27/03/2020;6;0;0;0;0;0;6;0,08
95;Laos ;26/03/2020;6;0;0;0;0;3;6;0,08
95;Laos ;25/03/2020;3;0;0;0;0;1;3;0,04
95;Laos ;24/03/2020;2;;0;;0;2;2;0,03
96;Líbano ;01/04/2020;422;6;43;2;14;9;479;6,99
96;Líbano ;31/03/2020;421;2;37;1;12;24;470;6,86
96;Líbano ;30/03/2020;400;5;35;1;11;8;446;6,51
96;Líbano ;29/03/2020;398;0;30;2;10;26;438;6,40
96;Líbano ;28/03/2020;374;3;30;0;8;21;412;6,02
96;Líbano ;27/03/2020;356;4;27;2;8;23;391;5,71
96;Líbano ;26/03/2020;339;3;23;0;6;35;368;5,37
96;Líbano ;25/03/2020;307;12;20;2;6;15;333;4,86
96;Líbano ;24/03/2020;306;0;8;0;4;51;318;4,64
96;Líbano ;23/03/2020;255;0;8;0;4;19;267;3,90
96;Líbano ;22/03/2020;236;4;8;0;4;61;248;3,62
96;Líbano ;21/03/2020;179;0;4;0;4;24;187;2,73
96;Líbano ;20/03/2020;155;0;4;0;4;6;163;2,38
96;Líbano ;19/03/2020;149;1;4;1;4;24;157;2,29
96;Líbano ;18/03/2020;127;0;3;0;3;13;133;1,94
96;Líbano ;17/03/2020;114;2;3;0;3;10;120;1,75
96;Líbano ;16/03/2020;106;0;1;0;3;0;110;1,61
96;Líbano ;15/03/2020;106;0;1;0;3;17;110;1,61
