ID_pais;País;Fecha;Activos;Inc Recuperados;Recuperados;Inc. Fallecidos;Fallecidos;Inc. Confirmados;Confirmados;Confirmados 100 mil hab.
1;España ;01/04/2020;73.492;4.096;26.743;950;10.003;8.102;110.238;234,88
1;España ;31/03/2020;70.436;3.388;22.647;864;9.053;7.719;102.136;217,61
1;España ;30/03/2020;66.969;2.479;19.259;849;8.189;9.222;94.417;201,17
1;España ;29/03/2020;61.075;2.071;16.780;812;7.340;6.398;85.195;181,52
1;España ;28/03/2020;57.560;2.424;14.709;838;6.528;6.549;78.797;167,89
1;España ;27/03/2020;54.273;2.928;12.285;832;5.690;8.189;72.248;153,93
1;España ;26/03/2020;49.844;2.342;9.357;769;4.858;7.871;64.059;136,49
1;España ;25/03/2020;45.084;1.648;7.015;655;4.089;8.578;56.188;119,72
1;España ;24/03/2020;38.809;1.573;5.367;738;3.434;7.937;47.610;101,44
1;España ;23/03/2020;33.183;1.219;3.794;514;2.696;6.584;39.673;84,53
1;España ;22/03/2020;28.332;450;2.575;462;2.182;4.517;33.089;70,50
1;España ;21/03/2020;24.727;0;2.125;394;1.720;3.646;28.572;60,88
1;España ;20/03/2020;21.475;540;2.125;324;1.326;4.946;24.926;53,11
1;España ;19/03/2020;17.393;478;1.585;235;1.002;2.833;19.980;42,57
1;España ;18/03/2020;15.273;26;1.107;169;767;3.431;17.147;36,53
1;España ;17/03/2020;12.037;53;1.081;107;598;2.538;13.716;29,22
1;España ;16/03/2020;9.659;498;1.028;182;491;1.987;11.178;23,82
1;España ;15/03/2020;8.352;13;530;114;309;2.800;9.191;19,58
1;España ;14/03/2020;5.679;324;517;62;195;1.159;6.391;13,62
1;España ;13/03/2020;4.906;10;193;13;133;1.023;5.232;11,15
1;España ;12/03/2020;3.906;0;183;36;120;1.259;4.209;8,97
1;España ;11/03/2020;2.683;151;183;37;84;822;2.950;6,29
1;España ;10/03/2020;2.049;0;32;12;47;506;2.128;4,53
1;España ;09/03/2020;1.555;2;32;19;35;623;1.622;3,46
1;España ;08/03/2020;953;0;30;6;16;499;999;2,13
1;España ;07/03/2020;460;28;30;5;10;100;500;1,07
1;España ;06/03/2020;393;0;2;0;5;35;400;0,85
1;España ;05/03/2020;358;0;2;2;5;128;365;0,78
1;España ;04/03/2020;232;0;2;2;3;39;237;0,50
1;España ;03/03/2020;195;0;2;1;1;48;198;0,42
1;España ;02/03/2020;118;0;2;;;66;150;0,32
1;España ;01/03/2020;82;0;2;;;39;84;0,18
1;España ;29/02/2020;43;0;2;;;13;45;0,10
1;España ;28/02/2020;30;0;2;;;17;32;0,07
1;España ;27/02/2020;13;0;2;;;2;15;0,03
1;España ;26/02/2020;11;0;2;;;7;13;0,03
1;España ;25/02/2020;4;0;2;;;4;6;0,01
1;España ;24/02/2020;0;0;2;;;0;2;0
1;España ;23/02/2020;0;0;2;;;0;2;0
1;España ;22/02/2020;0;0;2;;;0;2;0
1;España ;21/02/2020;0;0;2;;;0;2;0
1;España ;20/02/2020;0;0;2;;;0;2;0
1;España ;19/02/2020;0;0;2;;;0;2;0
1;España ;18/02/2020;0;0;2;;;0;2;0
1;España ;17/02/2020;0;0;2;;;0;2;0
1;España ;16/02/2020;0;0;2;;;0;2;0
1;España ;15/02/2020;0;2;2;;;0;2;0
1;España ;14/02/2020;2;;;;;0;2;0
1;España ;13/02/2020;2;;;;;0;2;0
1;España ;12/02/2020;2;;;;;0;2;0
1;España ;11/02/2020;2;;;;;0;2;0
1;España ;10/02/2020;2;;;;;0;2;0
1;España ;09/02/2020;2;;;;;1;2;0
1;España ;08/02/2020;1;;;;;0;1;0
1;España ;07/02/2020;1;;;;;0;1;0
1;España ;06/02/2020;1;;;;;0;1;0
1;España ;05/02/2020;1;;;;;0;1;0
1;España ;04/02/2020;1;;;;;0;1;0
1;España ;03/02/2020;1;;;;;0;1;0
1;España ;02/02/2020;1;;;;;0;1;0
1;España ;01/02/2020;1;;;;;1;1;0
2;Alemania ;01/04/2020;58.252;2.600;18.700;145;920;6.064;77.872;93,80
2;Alemania ;31/03/2020;54.933;2.600;16.100;130;775;4.923;71.808;86,50
2;Alemania ;30/03/2020;52.740;4.289;13.500;112;645;4.790;66.885;80,57
2;Alemania ;29/03/2020;52.351;730;9.211;100;533;4.400;62.095;74,80
2;Alemania ;28/03/2020;48.781;1.823;8.481;91;433;6.824;57.695;69,50
2;Alemania ;27/03/2020;43.871;985;6.658;75;342;6.933;50.871;61,28
2;Alemania ;26/03/2020;37.998;2.126;5.673;61;267;6.615;43.938;52,93
2;Alemania ;25/03/2020;33.570;304;3.547;49;206;4.337;37.323;44,96
2;Alemania ;24/03/2020;29.586;2.977;3.243;34;157;3.930;32.986;39,73
2;Alemania ;23/03/2020;28.667;0;266;29;123;4.183;29.056;35,00
2;Alemania ;22/03/2020;24.513;33;266;10;94;2.660;24.873;29,96
2;Alemania ;21/03/2020;21.896;53;233;17;84;2.365;22.213;26,76
2;Alemania ;20/03/2020;19.601;67;180;23;67;4.528;19.848;23,91
2;Alemania ;19/03/2020;15.163;8;113;16;44;2.993;15.320;18,45
2;Alemania ;18/03/2020;12.194;38;105;4;28;3.070;12.327;14,85
2;Alemania ;17/03/2020;9.166;0;67;7;24;1.985;9.257;11,15
2;Alemania ;16/03/2020;7.188;21;67;6;17;1.477;7.272;8,76
2;Alemania ;15/03/2020;5.738;0;46;2;11;1.210;5.795;6,98
2;Alemania ;14/03/2020;4.530;0;46;2;9;910;4.585;5,52
2;Alemania ;13/03/2020;3.622;21;46;4;7;1.597;3.675;4,43
2;Alemania ;12/03/2020;2.050;0;25;0;3;170;2.078;2,50
2;Alemania ;11/03/2020;1.880;7;25;1;3;451;1.908;2,30
2;Alemania ;10/03/2020;1.437;0;18;0;2;281;1.457;1,76
2;Alemania ;09/03/2020;1.156;0;18;2;2;136;1.176;1,42
2;Alemania ;08/03/2020;1.022;0;18;;;241;1.040;1,25
2;Alemania ;07/03/2020;781;1;18;;;129;799;0,96
2;Alemania ;06/03/2020;653;1;17;;;188;670;0,81
2;Alemania ;05/03/2020;466;0;16;;;220;482;0,58
2;Alemania ;04/03/2020;246;0;16;;;66;262;0,32
2;Alemania ;03/03/2020;180;0;16;;;37;196;0,24
2;Alemania ;02/03/2020;143;0;16;;;29;159;0,19
2;Alemania ;01/03/2020;114;0;16;;;51;130;0,16
2;Alemania ;29/02/2020;63;0;16;;;31;79;0,10
2;Alemania ;28/02/2020;32;0;16;;;2;48;0,06
2;Alemania ;27/02/2020;30;1;16;;;19;46;0,06
2;Alemania ;26/02/2020;12;1;15;;;10;27;0,03
2;Alemania ;25/02/2020;3;0;14;;;1;17;0,02
2;Alemania ;24/02/2020;2;0;14;;;0;16;0,02
2;Alemania ;23/02/2020;2;0;14;;;0;16;0,02
2;Alemania ;22/02/2020;2;0;14;;;0;16;0,02
2;Alemania ;21/02/2020;2;2;14;;;0;16;0,02
2;Alemania ;20/02/2020;4;0;12;;;0;16;0,02
2;Alemania ;19/02/2020;4;0;12;;;0;16;0,02
2;Alemania ;18/02/2020;4;11;12;;;0;16;0,02
2;Alemania ;17/02/2020;15;0;1;;;0;16;0,02
2;Alemania ;16/02/2020;15;0;1;;;0;16;0,02
2;Alemania ;15/02/2020;15;0;1;;;0;16;0,02
2;Alemania ;14/02/2020;15;0;1;;;0;16;0,02
2;Alemania ;13/02/2020;15;1;1;;;0;16;0,02
2;Alemania ;12/02/2020;16;;;;;0;16;0,02
2;Alemania ;11/02/2020;16;;;;;2;16;0,02
2;Alemania ;10/02/2020;14;;;;;0;14;0,02
2;Alemania ;09/02/2020;14;;;;;1;14;0,02
2;Alemania ;08/02/2020;13;;;;;0;13;0,02
2;Alemania ;07/02/2020;13;;;;;1;13;0,02
2;Alemania ;06/02/2020;12;;;;;0;12;0,01
2;Alemania ;05/02/2020;12;;;;;0;12;0,01
2;Alemania ;04/02/2020;12;;;;;0;12;0,01
2;Alemania ;03/02/2020;12;;;;;2;12;0,01
2;Alemania ;02/02/2020;10;;;;;2;10;0,01
2;Alemania ;01/02/2020;8;;;;;3;8;0,01
2;Alemania ;31/01/2020;5;;;;;1;5;0,01
2;Alemania ;30/01/2020;4;;;;;0;4;0
2;Alemania ;29/01/2020;4;;;;;0;4;0
2;Alemania ;28/01/2020;4;;;;;3;4;0
2;Alemania ;27/01/2020;1;;;;;1;1;0
3;Reino Unido ;01/04/2020;27.329;0;179;564;2.357;4.384;29.865;44,81
3;Reino Unido ;31/03/2020;23.509;8;179;382;1.793;3.028;25.481;38,23
3;Reino Unido ;30/03/2020;20.871;20;171;180;1.411;2.673;22.453;33,69
3;Reino Unido ;29/03/2020;18.398;0;151;210;1.231;2.468;19.780;29,68
3;Reino Unido ;28/03/2020;16.140;0;151;260;1.021;2.567;17.312;25,98
3;Reino Unido ;27/03/2020;13.833;1;151;181;761;2.933;14.745;22,12
3;Reino Unido ;26/03/2020;11.082;10;150;114;580;2.172;11.812;17,72
3;Reino Unido ;25/03/2020;9.034;0;140;43;466;1.476;9.640;14,46
3;Reino Unido ;24/03/2020;7.601;73;140;87;423;1.438;8.164;12,25
3;Reino Unido ;23/03/2020;6.323;0;67;54;336;981;6.726;10,09
3;Reino Unido ;22/03/2020;5.396;0;67;48;282;678;5.745;8,62
3;Reino Unido ;21/03/2020;4.766;0;67;56;234;1.053;5.067;7,60
3;Reino Unido ;20/03/2020;3.769;0;67;40;178;1.298;4.014;6,02
3;Reino Unido ;19/03/2020;2.511;0;67;66;138;74;2.716;4,08
3;Reino Unido ;18/03/2020;2.503;14;67;16;72;682;2.642;3,96
3;Reino Unido ;17/03/2020;1.851;32;53;0;56;409;1.960;2,94
3;Reino Unido ;16/03/2020;1.474;2;21;35;56;406;1.551;2,33
3;Reino Unido ;15/03/2020;1.105;0;19;0;21;1;1.145;1,72
3;Reino Unido ;14/03/2020;1.104;0;19;13;21;342;1.144;1,72
3;Reino Unido ;13/03/2020;775;0;19;0;8;343;802;1,20
3;Reino Unido ;12/03/2020;432;0;19;0;8;0;459;0,69
3;Reino Unido ;11/03/2020;432;0;19;2;8;75;459;0,69
3;Reino Unido ;10/03/2020;359;1;19;2;6;62;384;0,58
3;Reino Unido ;09/03/2020;300;0;18;1;4;48;322;0,48
3;Reino Unido ;08/03/2020;253;0;18;1;3;67;274;0,41
3;Reino Unido ;07/03/2020;187;10;18;0;2;43;207;0,31
3;Reino Unido ;06/03/2020;154;0;8;1;2;48;164;0,25
3;Reino Unido ;05/03/2020;107;0;8;1;1;30;116;0,17
3;Reino Unido ;04/03/2020;78;0;8;;;35;86;0,13
3;Reino Unido ;03/03/2020;43;0;8;;;11;51;0,08
3;Reino Unido ;02/03/2020;32;0;8;;;4;40;0,06
3;Reino Unido ;01/03/2020;28;0;8;;;13;36;0,05
3;Reino Unido ;29/02/2020;15;0;8;;;3;23;0,03
3;Reino Unido ;28/02/2020;12;0;8;;;5;20;0,03
3;Reino Unido ;27/02/2020;7;0;8;;;2;15;0,02
3;Reino Unido ;26/02/2020;5;0;8;;;0;13;0,02
3;Reino Unido ;25/02/2020;5;0;8;;;0;13;0,02
3;Reino Unido ;24/02/2020;5;0;8;;;4;13;0,02
3;Reino Unido ;23/02/2020;1;0;8;;;0;9;0,01
3;Reino Unido ;22/02/2020;1;0;8;;;0;9;0,01
3;Reino Unido ;21/02/2020;1;0;8;;;0;9;0,01
3;Reino Unido ;20/02/2020;1;0;8;;;0;9;0,01
3;Reino Unido ;19/02/2020;1;0;8;;;0;9;0,01
3;Reino Unido ;18/02/2020;1;0;8;;;0;9;0,01
3;Reino Unido ;17/02/2020;1;0;8;;;0;9;0,01
3;Reino Unido ;16/02/2020;1;7;8;;;0;9;0,01
3;Reino Unido ;15/02/2020;8;0;1;;;0;9;0,01
3;Reino Unido ;14/02/2020;8;0;1;;;0;9;0,01
3;Reino Unido ;13/02/2020;8;0;1;;;0;9;0,01
3;Reino Unido ;12/02/2020;8;1;1;;;1;9;0,01
3;Reino Unido ;11/02/2020;8;;;;;0;8;0,01
3;Reino Unido ;10/02/2020;8;;;;;5;8;0,01
3;Reino Unido ;09/02/2020;3;;;;;0;3;0
3;Reino Unido ;08/02/2020;3;;;;;0;3;0
3;Reino Unido ;07/02/2020;3;;;;;1;3;0
3;Reino Unido ;06/02/2020;2;;;;;0;2;0
3;Reino Unido ;05/02/2020;2;;;;;0;2;0
3;Reino Unido ;04/02/2020;2;;;;;0;2;0
3;Reino Unido ;03/02/2020;2;;;;;0;2;0
3;Reino Unido ;02/02/2020;2;;;;;0;2;0
3;Reino Unido ;01/02/2020;2;;;;;0;2;0
3;Reino Unido ;31/01/2020;2;;;;;2;2;0
4;Francia ;01/04/2020;42.653;1.540;11.053;511;4.043;4.922;57.749;86,18
4;Francia ;31/03/2020;39.782;1.549;9.513;502;3.532;7.657;52.827;78,83
4;Francia ;30/03/2020;34.176;738;7.964;419;3.030;4.462;45.170;67,40
4;Francia ;29/03/2020;30.871;1.502;7.226;294;2.611;2.603;40.708;60,75
4;Francia ;28/03/2020;30.064;17;5.724;320;2.317;4.703;38.105;56,86
4;Francia ;27/03/2020;25.698;752;5.707;299;1.997;3.851;33.402;49,84
4;Francia ;26/03/2020;22.898;1.048;4.955;365;1.698;3.951;29.551;44,10
4;Francia ;25/03/2020;20.360;657;3.907;231;1.333;2.978;25.600;38,20
4;Francia ;24/03/2020;18.270;1.044;3.250;240;1.102;2.499;22.622;33,76
4;Francia ;23/03/2020;17.055;0;2.206;186;862;3.880;20.123;30,03
4;Francia ;22/03/2020;13.361;2.194;2.206;113;676;1.780;16.243;24,24
4;Francia ;21/03/2020;13.888;0;12;112;563;1.705;14.463;21,58
4;Francia ;20/03/2020;12.295;0;12;207;451;1.788;12.758;19,04
4;Francia ;19/03/2020;10.714;0;12;95;244;1.846;10.970;16,37
4;Francia ;18/03/2020;8.963;0;12;0;149;1.409;9.124;13,62
4;Francia ;17/03/2020;7.554;0;12;0;149;1.032;7.715;11,51
4;Francia ;16/03/2020;6.522;0;12;58;149;2.151;6.683;9,97
4;Francia ;15/03/2020;4.429;0;12;0;91;36;4.532;6,76
4;Francia ;14/03/2020;4.393;0;12;12;91;815;4.496;6,71
4;Francia ;13/03/2020;3.590;0;12;31;79;1.388;3.681;5,49
4;Francia ;12/03/2020;2.233;0;12;0;48;0;2.293;3,42
4;Francia ;11/03/2020;2.233;0;12;15;48;499;2.293;3,42
4;Francia ;10/03/2020;1.749;0;12;14;33;575;1.794;2,68
4;Francia ;09/03/2020;1.188;0;12;0;19;83;1.219;1,82
4;Francia ;08/03/2020;1.105;0;12;8;19;177;1.136;1,70
4;Francia ;07/03/2020;936;0;12;2;11;303;959;1,43
4;Francia ;06/03/2020;635;0;12;3;9;276;656;0,98
4;Francia ;05/03/2020;362;0;12;2;6;92;380;0,57
4;Francia ;04/03/2020;272;0;12;0;4;84;288;0,43
4;Francia ;03/03/2020;188;0;12;1;4;13;204;0,30
4;Francia ;02/03/2020;176;0;12;1;3;61;191;0,29
4;Francia ;01/03/2020;116;0;12;0;2;30;130;0,19
4;Francia ;29/02/2020;86;1;12;0;2;43;100;0,15
4;Francia ;28/02/2020;44;0;11;0;2;19;57;0,09
4;Francia ;27/02/2020;25;0;11;0;2;20;38;0,06
4;Francia ;26/02/2020;5;0;11;1;2;4;18;0,03
4;Francia ;25/02/2020;2;7;11;0;1;2;14;0,02
4;Francia ;24/02/2020;7;0;4;0;1;0;12;0,02
4;Francia ;23/02/2020;7;0;4;0;1;0;12;0,02
4;Francia ;22/02/2020;7;0;4;0;1;0;12;0,02
4;Francia ;21/02/2020;7;0;4;0;1;0;12;0,02
4;Francia ;20/02/2020;7;0;4;0;1;0;12;0,02
4;Francia ;19/02/2020;7;0;4;0;1;0;12;0,02
4;Francia ;18/02/2020;7;0;4;0;1;0;12;0,02
4;Francia ;17/02/2020;7;0;4;0;1;0;12;0,02
4;Francia ;16/02/2020;7;0;4;0;1;0;12;0,02
4;Francia ;15/02/2020;7;2;4;1;1;1;12;0,02
4;Francia ;14/02/2020;9;0;2;;;0;11;0,02
4;Francia ;13/02/2020;9;0;2;;;0;11;0,02
4;Francia ;12/02/2020;9;2;2;;;0;11;0,02
4;Francia ;11/02/2020;11;;;;;0;11;0,02
4;Francia ;10/02/2020;11;;;;;0;11;0,02
4;Francia ;09/02/2020;11;;;;;0;11;0,02
4;Francia ;08/02/2020;11;;;;;5;11;0,02
4;Francia ;07/02/2020;6;;;;;0;6;0,01
4;Francia ;06/02/2020;6;;;;;0;6;0,01
4;Francia ;05/02/2020;6;;;;;0;6;0,01
4;Francia ;04/02/2020;6;;;;;0;6;0,01
4;Francia ;03/02/2020;6;;;;;0;6;0,01
4;Francia ;02/02/2020;6;;;;;0;6;0,01
4;Francia ;01/02/2020;6;;;;;1;6;0,01
4;Francia ;31/01/2020;5;;;;;0;5;0,01
4;Francia ;30/01/2020;5;;;;;0;5;0,01
4;Francia ;29/01/2020;5;;;;;1;5;0,01
4;Francia ;28/01/2020;4;;;;;1;4;0,01
4;Francia ;27/01/2020;3;;;;;0;3;0
4;Francia ;26/01/2020;3;;;;;0;3;0
4;Francia ;25/01/2020;3;;;;;1;3;0
4;Francia ;24/01/2020;2;;;;;2;2;0
5;Italia ;01/04/2020;80.572;1.118;16.847;727;13.155;4.782;110.574;183,19
5;Italia ;31/03/2020;77.635;1.109;15.729;837;12.428;4.053;105.792;175,27
5;Italia ;30/03/2020;75.528;1.590;14.620;812;11.591;4.050;101.739;168,55
5;Italia ;29/03/2020;73.880;646;13.030;756;10.779;5.217;97.689;161,85
5;Italia ;28/03/2020;70.065;1.434;12.384;889;10.023;5.974;92.472;153,20
5;Italia ;27/03/2020;66.414;589;10.950;919;9.134;5.909;86.498;143,30
5;Italia ;26/03/2020;62.013;999;10.361;712;8.215;6.203;80.589;133,51
5;Italia ;25/03/2020;57.521;1.036;9.362;683;7.503;5.210;74.386;123,24
5;Italia ;24/03/2020;54.030;1.302;8.326;743;6.820;5.249;69.176;114,61
5;Italia ;23/03/2020;50.826;0;7.024;601;6.077;4.789;63.927;105,91
5;Italia ;22/03/2020;46.638;952;7.024;651;5.476;5.560;59.138;97,98
5;Italia ;21/03/2020;42.681;1.632;6.072;793;4.825;6.557;53.578;88,76
5;Italia ;20/03/2020;38.549;0;4.440;627;4.032;5.986;47.021;77,90
5;Italia ;19/03/2020;33.190;415;4.440;427;3.405;5.322;41.035;67,98
5;Italia ;18/03/2020;28.710;1.084;4.025;475;2.978;4.207;35.713;59,17
5;Italia ;17/03/2020;26.062;192;2.941;345;2.503;3.526;31.506;52,20
5;Italia ;16/03/2020;23.073;414;2.749;349;2.158;3.233;27.980;46,36
5;Italia ;15/03/2020;20.603;369;2.335;368;1.809;3.590;24.747;41,00
5;Italia ;14/03/2020;17.750;527;1.966;175;1.441;3.497;21.157;35,05
5;Italia ;13/03/2020;14.955;394;1.439;439;1.266;5.198;17.660;29,26
5;Italia ;12/03/2020;10.590;0;1.045;0;827;0;12.462;20,65
5;Italia ;11/03/2020;10.590;321;1.045;196;827;2.313;12.462;20,65
5;Italia ;10/03/2020;8.794;0;724;168;631;977;10.149;16,81
5;Italia ;09/03/2020;7.985;102;724;97;463;1.797;9.172;15,20
5;Italia ;08/03/2020;6.387;33;622;133;366;1.492;7.375;12,22
5;Italia ;07/03/2020;5.061;66;589;36;233;1.247;5.883;9,75
5;Italia ;06/03/2020;3.916;109;523;49;197;778;4.636;7,68
5;Italia ;05/03/2020;3.296;138;414;41;148;769;3.858;6,39
5;Italia ;04/03/2020;2.706;116;276;28;107;587;3.089;5,12
5;Italia ;03/03/2020;2.263;11;160;27;79;466;2.502;4,15
5;Italia ;02/03/2020;1.835;66;149;18;52;342;2.036;3,37
5;Italia ;01/03/2020;1.577;37;83;5;34;566;1.694;2,81
5;Italia ;29/02/2020;1.053;0;46;8;29;240;1.128;1,87
5;Italia ;28/02/2020;821;1;46;4;21;233;888;1,47
5;Italia ;27/02/2020;593;42;45;5;17;202;655;1,09
5;Italia ;26/02/2020;438;2;3;2;12;131;453;0,75
5;Italia ;25/02/2020;311;0;1;3;10;93;322;0,53
5;Italia ;24/02/2020;221;-1;1;4;7;74;229;0,38
5;Italia ;23/02/2020;150;1;2;1;3;93;155;0,26
5;Italia ;22/02/2020;59;1;1;1;2;42;62;0,10
5;Italia ;21/02/2020;19;;;1;1;17;20;0,03
5;Italia ;20/02/2020;3;;;;;0;3;0
5;Italia ;19/02/2020;3;;;;;0;3;0
5;Italia ;18/02/2020;3;;;;;0;3;0
5;Italia ;17/02/2020;3;;;;;0;3;0
5;Italia ;16/02/2020;3;;;;;0;3;0
5;Italia ;15/02/2020;3;;;;;0;3;0
5;Italia ;14/02/2020;3;;;;;0;3;0
5;Italia ;13/02/2020;3;;;;;0;3;0
5;Italia ;12/02/2020;3;;;;;0;3;0
5;Italia ;11/02/2020;3;;;;;0;3;0
5;Italia ;10/02/2020;3;;;;;0;3;0
5;Italia ;09/02/2020;3;;;;;0;3;0
5;Italia ;08/02/2020;3;;;;;0;3;0
5;Italia ;07/02/2020;3;;;;;1;3;0
5;Italia ;06/02/2020;2;;;;;0;2;0
5;Italia ;05/02/2020;2;;;;;0;2;0
5;Italia ;04/02/2020;2;;;;;0;2;0
5;Italia ;03/02/2020;2;;;;;0;2;0
5;Italia ;02/02/2020;2;;;;;0;2;0
5;Italia ;01/02/2020;2;;;;;0;2;0
5;Italia ;31/01/2020;2;;;;;2;2;0
6;Portugal ;01/04/2020;8.021;0;43;27;187;808;8.251;80,29
6;Portugal ;31/03/2020;7.240;0;43;20;160;1.035;7.443;72,43
6;Portugal ;30/03/2020;6.225;0;43;21;140;446;6.408;62,36
6;Portugal ;29/03/2020;5.800;0;43;19;119;792;5.962;58,02
6;Portugal ;28/03/2020;5.027;0;43;24;100;902;5.170;50,31
6;Portugal ;27/03/2020;4.149;0;43;16;76;724;4.268;41,53
6;Portugal ;26/03/2020;3.441;21;43;17;60;549;3.544;34,49
6;Portugal ;25/03/2020;2.930;0;22;10;43;633;2.995;29,14
6;Portugal ;24/03/2020;2.307;17;22;10;33;302;2.362;22,98
6;Portugal ;23/03/2020;2.032;0;5;9;23;460;2.060;20,05
6;Portugal ;22/03/2020;1.581;0;5;2;14;320;1.600;15,57
6;Portugal ;21/03/2020;1.263;0;5;6;12;260;1.280;12,46
6;Portugal ;20/03/2020;1.009;2;5;3;6;235;1.020;9,93
6;Portugal ;19/03/2020;779;0;3;1;3;337;785;7,64
6;Portugal ;18/03/2020;443;0;3;1;2;0;448;4,36
6;Portugal ;17/03/2020;444;0;3;1;1;117;448;4,36
6;Portugal ;16/03/2020;328;1;3;;;86;331;3,22
6;Portugal ;15/03/2020;243;0;2;;;76;245;2,38
6;Portugal ;14/03/2020;167;1;2;;;57;169;1,64
6;Portugal ;13/03/2020;111;1;1;;;53;112;1,09
6;Portugal ;12/03/2020;59;;;;;0;59;0,57
6;Portugal ;11/03/2020;59;;;;;18;59;0,57
6;Portugal ;10/03/2020;41;;;;;11;41;0,40
6;Portugal ;09/03/2020;30;;;;;0;30;0,29
6;Portugal ;08/03/2020;30;;;;;10;30;0,29
6;Portugal ;07/03/2020;20;;;;;7;20;0,19
6;Portugal ;06/03/2020;13;;;;;5;13;0,13
6;Portugal ;05/03/2020;8;;;;;3;8;0,08
6;Portugal ;04/03/2020;5;;;;;3;5;0,05
6;Portugal ;03/03/2020;2;;;;;0;2;0,02
6;Portugal ;02/03/2020;2;;;;;2;2;0,02
7;Estados Unidos ;01/04/2020;200.141;1.450;8.474;884;4.757;25.200;213.372;65,18
7;Estados Unidos ;31/03/2020;177.275;1.380;7.024;895;3.873;26.365;188.172;57,48
7;Estados Unidos ;30/03/2020;153.185;2.979;5.644;511;2.978;20.921;161.807;49,43
7;Estados Unidos ;29/03/2020;135.754;1.593;2.665;441;2.467;19.408;140.886;43,04
7;Estados Unidos ;28/03/2020;118.380;203;1.072;445;2.026;19.821;121.478;37,11
7;Estados Unidos ;27/03/2020;99.207;188;869;372;1.581;17.821;101.657;31,05
7;Estados Unidos ;26/03/2020;81.946;320;681;267;1.209;18.058;83.836;25,61
7;Estados Unidos ;25/03/2020;64.475;13;361;236;942;12.038;65.778;20,09
7;Estados Unidos ;24/03/2020;52.686;170;348;149;706;9.893;53.740;16,42
7;Estados Unidos ;23/03/2020;43.112;0;178;140;557;10.571;43.847;13,39
7;Estados Unidos ;22/03/2020;32.681;2;178;110;417;7.787;33.276;10,17
7;Estados Unidos ;21/03/2020;25.006;29;176;63;307;6.389;25.489;7,79
7;Estados Unidos ;20/03/2020;18.709;26;147;44;244;5.423;19.100;5,83
7;Estados Unidos ;19/03/2020;13.356;16;121;82;200;5.894;13.677;4,18
7;Estados Unidos ;18/03/2020;7.560;88;105;10;118;1.362;7.783;2,38
7;Estados Unidos ;17/03/2020;6.296;0;17;23;108;1.789;6.421;1,96
7;Estados Unidos ;16/03/2020;4.530;5;17;22;85;1.133;4.632;1,41
7;Estados Unidos ;15/03/2020;3.424;0;12;9;63;772;3.499;1,07
7;Estados Unidos ;14/03/2020;2.661;0;12;7;54;548;2.727;0,83
7;Estados Unidos ;13/03/2020;2.120;0;12;7;47;516;2.179;0,67
7;Estados Unidos ;12/03/2020;1.611;4;12;4;40;382;1.663;0,51
7;Estados Unidos ;11/03/2020;1.237;0;8;8;36;322;1.281;0,39
7;Estados Unidos ;10/03/2020;923;1;8;6;28;376;959;0,29
7;Estados Unidos ;09/03/2020;554;0;7;1;22;65;583;0,18
7;Estados Unidos ;08/03/2020;490;0;7;4;21;116;518;0,16
7;Estados Unidos ;07/03/2020;378;0;7;3;17;140;402;0,12
7;Estados Unidos ;06/03/2020;241;0;7;2;14;45;262;0,08
7;Estados Unidos ;05/03/2020;198;0;7;1;12;68;217;0,07
7;Estados Unidos ;04/03/2020;131;0;7;4;11;31;149;0,05
7;Estados Unidos ;03/03/2020;104;0;7;1;7;20;118;0,04
7;Estados Unidos ;02/03/2020;85;0;7;5;6;24;98;0,03
7;Estados Unidos ;01/03/2020;66;0;7;0;1;6;74;0,02
7;Estados Unidos ;29/02/2020;60;0;7;1;1;8;68;0,02
7;Estados Unidos ;28/02/2020;53;1;7;;;2;60;0,02
7;Estados Unidos ;27/02/2020;52;0;6;;;1;58;0,02
7;Estados Unidos ;26/02/2020;51;0;6;;;6;57;0,02
7;Estados Unidos ;25/02/2020;45;1;6;;;0;51;0,02
7;Estados Unidos ;24/02/2020;46;0;5;;;36;51;0,02
7;Estados Unidos ;23/02/2020;10;0;5;;;0;15;0
7;Estados Unidos ;22/02/2020;10;0;5;;;0;15;0
7;Estados Unidos ;21/02/2020;10;2;5;;;2;15;0
7;Estados Unidos ;20/02/2020;10;0;3;;;0;13;0
7;Estados Unidos ;19/02/2020;10;0;3;;;0;13;0
7;Estados Unidos ;18/02/2020;10;0;3;;;0;13;0
7;Estados Unidos ;17/02/2020;10;0;3;;;0;13;0
7;Estados Unidos ;16/02/2020;10;0;3;;;0;13;0
7;Estados Unidos ;15/02/2020;10;0;3;;;0;13;0
7;Estados Unidos ;14/02/2020;10;0;3;;;0;13;0
7;Estados Unidos ;13/02/2020;10;0;3;;;1;13;0
7;Estados Unidos ;12/02/2020;9;0;3;;;0;12;0
7;Estados Unidos ;11/02/2020;9;0;3;;;1;12;0
7;Estados Unidos ;10/02/2020;8;0;3;;;0;11;0
7;Estados Unidos ;09/02/2020;8;3;3;;;0;11;0
7;Estados Unidos ;08/02/2020;11;;;;;0;11;0
7;Estados Unidos ;07/02/2020;11;;;;;0;11;0
7;Estados Unidos ;06/02/2020;11;;;;;0;11;0
7;Estados Unidos ;05/02/2020;11;;;;;0;11;0
7;Estados Unidos ;04/02/2020;11;;;;;0;11;0
